Unnamed: 0,views,likes,dislikes,comment,duration,category_A,category_B,category_C,category_D,category_E,category_F,category_G,adview
2011,1186400,6640.0,1187.0,3699.0,1016.0,0,0,0,1,0,0,0,1
2012,1185843,15550.0,705.0,3324.0,288.0,0,0,0,0,0,1,0,9
2013,1185819,1617.0,224.0,907.0,170.0,0,0,0,1,0,0,0,10
2014,1185443,13544.0,3457.0,3561.0,448.0,0,0,0,1,0,0,0,11
2016,1185031,4477.0,624.0,440.0,294.0,0,0,0,1,0,0,0,2
2017,1184979,4477.0,624.0,440.0,294.0,0,0,1,0,0,0,0,2
2018,1183425,2055.0,1441.0,125.0,3318.0,0,0,0,0,1,0,0,3
2019,1183255,3026.0,418.0,141.0,8167.0,0,0,0,1,0,0,0,1
2020,1182672,3103.0,179.0,111.0,271.0,0,0,0,0,0,0,1,4
2021,1182318,453.0,174.0,34.0,99.0,0,0,0,1,0,0,0,13
2022,1182272,10431.0,535.0,346.0,444.0,0,0,0,1,0,0,0,5
2023,1181757,8495.0,569.0,1495.0,294.0,0,0,0,0,0,0,1,4
2024,1181570,3870.0,84.0,120.0,350.0,0,0,0,0,1,0,0,3
2025,1179530,2786.0,163.0,168.0,351.0,0,0,0,1,0,0,0,22
2026,1177408,3469.0,99.0,605.0,216.0,0,0,0,0,1,0,0,13
2027,1176071,414.0,291.0,18.0,67.0,0,0,0,1,0,0,0,1
2028,1175623,8436.0,126.0,389.0,271.0,0,0,0,0,0,0,1,3
2029,1175314,6037.0,811.0,1136.0,670.0,0,0,1,0,0,0,0,1
2030,1175003,1524.0,611.0,214.0,7933.0,0,0,0,0,1,0,0,15
2031,1174320,3243.0,215.0,140.0,267.0,0,0,0,1,0,0,0,6
2032,1173850,12037.0,598.0,1184.0,302.0,0,0,0,1,0,0,0,1
2033,1173360,2323.0,409.0,760.0,740.0,1,0,0,0,0,0,0,2
2034,1172964,15295.0,512.0,1416.0,299.0,0,0,0,1,0,0,0,2
2035,1172527,1923.0,222.0,629.0,549.0,0,0,0,0,0,0,0,5
2036,1172374,9611.0,328.0,1181.0,715.0,0,0,0,1,0,0,0,3
2037,1171645,1854.0,315.0,179.0,438.0,0,1,0,0,0,0,0,7
2038,1171101,5670.0,442.0,578.0,253.0,0,0,0,0,0,0,0,1
2039,1170630,937.0,224.0,122.0,68.0,0,0,0,1,0,0,0,44
2040,1170410,9736.0,509.0,469.0,397.0,0,0,0,1,0,0,0,1
2041,1170400,19369.0,210.0,2174.0,492.0,0,1,0,0,0,0,0,1
2042,1169957,9129.0,292.0,1028.0,248.0,0,0,0,0,0,1,0,360231
2043,1169774,5269.0,228.0,244.0,240.0,0,0,0,0,0,0,1,1
2044,1168889,1834.0,587.0,150.0,8900.0,0,0,0,1,0,0,0,2
2045,1168849,417.0,186.0,91.0,70.0,0,0,0,1,0,0,0,37
2046,1168690,6513.0,152.0,365.0,250.0,0,0,0,0,0,0,1,13350
2047,1168338,11243.0,352.0,1057.0,267.0,0,1,0,0,0,0,0,15
2048,1167927,1570.0,253.0,76.0,836.0,0,0,0,1,0,0,0,22
2049,1165103,2629.0,439.0,124.0,606.0,0,0,0,1,0,0,0,12
2050,1164965,1166.0,274.0,100.0,8526.0,0,0,0,1,0,0,0,3
2051,1164711,225.0,108.0,22.0,53.0,0,0,0,1,0,0,0,1
2052,1163775,1043.0,476.0,138.0,605.0,0,0,0,1,0,0,0,5
2053,1163428,2118.0,289.0,72.0,498.0,0,0,0,0,1,0,0,2
2054,1163274,7959.0,760.0,312.0,265.0,0,0,0,0,0,0,1,3
2055,1162944,10139.0,298.0,764.0,86.0,0,1,0,0,0,0,0,88
2056,1162739,4137.0,619.0,1573.0,232.0,0,0,1,0,0,0,0,1
2057,1162691,517.0,143.0,49.0,293.0,0,0,0,0,0,0,1,1
2058,1161919,685.0,230.0,59.0,875.0,0,0,0,1,0,0,0,2
2059,1161872,693.0,280.0,301.0,191.0,0,0,0,1,0,0,0,4
2060,1161872,5198.0,858.0,430.0,1192.0,0,0,0,0,1,0,0,17
2061,1161821,2638.0,540.0,208.0,400.0,0,0,0,1,0,0,0,1
2062,1161235,2963.0,54.0,202.0,472.0,0,0,0,0,0,0,1,70
2063,1159749,8765.0,268.0,857.0,73.0,0,0,0,1,0,0,0,1
2064,1159653,1820.0,155.0,85.0,621.0,0,0,0,1,0,0,0,3
2065,1159634,9800.0,617.0,1791.0,446.0,0,0,0,1,0,0,0,1
2066,1159408,2612.0,795.0,520.0,287.0,0,0,0,0,0,0,1,1
2067,1158089,5218.0,420.0,744.0,3037.0,0,0,0,1,0,0,0,2
2068,1157811,2613.0,352.0,79.0,160.0,0,0,0,1,0,0,0,217
2069,1156815,2181.0,422.0,172.0,447.0,0,0,0,0,0,0,1,1
2070,1156473,29118.0,445.0,10564.0,437.0,0,0,0,1,0,0,0,8
2071,1155895,308.0,242.0,15.0,177.0,0,0,0,1,0,0,0,10
2072,1155854,3981.0,502.0,311.0,235.0,0,0,0,1,0,0,0,2
2073,1155771,3981.0,502.0,311.0,235.0,0,0,1,0,0,0,0,2
2074,1155370,16045.0,309.0,2898.0,766.0,0,1,0,0,0,0,0,17
2075,1155027,1457.0,221.0,146.0,5103.0,0,0,0,1,0,0,0,11
2076,1154078,3181.0,338.0,543.0,272.0,0,0,0,0,0,0,1,1
2077,1153495,2448.0,281.0,182.0,319.0,0,0,0,1,0,0,0,2
2078,1153396,1314.0,388.0,110.0,9699.0,0,0,0,1,0,0,0,8
2079,1151556,3091.0,80.0,268.0,278.0,0,0,0,0,0,0,1,1
2080,1151137,3728.0,289.0,232.0,333.0,0,0,0,0,0,0,1,4
2081,1150431,2893.0,435.0,287.0,2725.0,0,0,0,0,0,0,1,6
2082,1150127,1029.0,244.0,66.0,100.0,0,0,0,1,0,0,0,2
2083,1150073,2904.0,209.0,669.0,3904.0,0,0,0,0,0,0,1,1
2084,1149811,1352.0,572.0,155.0,512.0,0,0,0,1,0,0,0,3
2086,1148754,1952.0,509.0,164.0,9174.0,0,0,0,1,0,0,0,1
2087,1148747,6072.0,311.0,693.0,2780.0,0,0,0,1,0,0,0,4
2088,1148364,14933.0,732.0,2282.0,328.0,0,1,0,0,0,0,0,2
2089,1147466,12046.0,328.0,1082.0,344.0,0,1,0,0,0,0,0,3
2090,1147362,7208.0,290.0,250.0,306.0,0,0,0,0,0,0,0,9
2091,1146959,7732.0,187.0,1000.0,284.0,0,0,0,0,0,0,1,29
2092,1145991,11078.0,352.0,1624.0,521.0,0,1,0,0,0,0,0,5628
2093,1145656,663.0,263.0,25.0,816.0,0,0,0,1,0,0,0,2
2094,1145331,4492.0,270.0,289.0,1366.0,0,0,0,0,1,0,0,2
2095,1145306,12465.0,423.0,4723.0,221.0,0,0,0,0,1,0,0,1
2096,1145105,10733.0,466.0,1087.0,381.0,0,1,0,0,0,0,0,3
2097,1144202,14894.0,368.0,15883.0,473.0,0,0,0,0,0,1,0,36
2098,1143568,15328.0,1831.0,14378.0,332.0,0,1,0,0,0,0,0,6
2099,1142028,8912.0,446.0,1001.0,201.0,0,1,0,0,0,0,0,4
2100,1140202,32639.0,795.0,15329.0,584.0,0,0,0,1,0,0,0,3
2101,1139776,3267.0,300.0,273.0,199.0,0,0,0,1,0,0,0,7
2102,1139684,8822.0,237.0,638.0,372.0,0,0,0,0,0,1,0,73
2103,1139606,921.0,187.0,53.0,80.0,0,0,0,1,0,0,0,1
2104,1138910,2919.0,817.0,628.0,69.0,0,0,0,1,0,0,0,1
2105,1138348,692.0,433.0,57.0,131.0,0,0,0,1,0,0,0,11
2106,1138296,1323.0,496.0,90.0,664.0,0,0,0,1,0,0,0,2
2107,1137057,837.0,239.0,195.0,1231.0,0,0,0,0,0,0,1,1
2108,1136854,11656.0,146.0,610.0,252.0,0,1,0,0,0,0,0,4
2109,1136794,1149.0,445.0,142.0,664.0,0,0,0,1,0,0,0,23
2110,1136517,1439.0,176.0,201.0,35.0,0,0,0,0,1,0,0,1
2112,1134582,684.0,356.0,58.0,273.0,0,0,0,1,0,0,0,12
2113,1134433,4153.0,414.0,232.0,661.0,0,0,0,1,0,0,0,6
2114,1134177,11018.0,798.0,303.0,321.0,0,0,0,0,0,0,1,4
2115,1133868,292.0,152.0,29.0,341.0,0,0,0,0,0,0,0,3
2116,1132854,2333.0,436.0,158.0,362.0,0,0,0,0,0,0,1,1
2117,1132502,5715.0,159.0,458.0,254.0,0,0,0,0,0,0,1,3
2118,1132337,1948.0,347.0,89.0,2697.0,0,0,0,0,0,0,1,2
2119,1131735,1879.0,241.0,76.0,521.0,0,0,0,1,0,0,0,9
2120,1131602,2170.0,265.0,516.0,2371.0,0,0,0,1,0,0,0,9
2121,1130871,756.0,138.0,34.0,89.0,0,0,0,0,0,0,0,3
2122,1130825,5751.0,105.0,137.0,69.0,0,0,0,1,0,0,0,14
2123,1130803,8612.0,188.0,531.0,220.0,0,0,0,0,0,0,1,4
2124,1129673,2278.0,317.0,95.0,116.0,0,0,0,1,0,0,0,1
2125,1129398,7139.0,565.0,6223.0,500.0,0,0,0,0,0,1,0,2
2126,1129301,1410.0,169.0,26.0,208.0,0,0,0,1,0,0,0,38
2127,1128877,3914.0,1377.0,240.0,253.0,0,0,0,1,0,0,0,8
2128,1127725,13869.0,541.0,1317.0,322.0,0,0,0,1,0,0,0,2
2129,1125620,8492.0,196.0,1261.0,717.0,0,0,0,0,1,0,0,4
2130,1125232,473.0,211.0,15.0,444.0,0,0,0,1,0,0,0,1
2131,1124872,5396.0,363.0,2428.0,647.0,0,0,0,0,0,1,0,2
2132,1124395,5770.0,68.0,72.0,189.0,0,0,0,0,1,0,0,2
2133,1124146,2077.0,180.0,41.0,543.0,0,0,0,1,0,0,0,2
2134,1123510,3394.0,656.0,1168.0,255.0,0,0,0,0,0,1,0,1
2135,1123431,19580.0,380.0,700.0,396.0,0,1,0,0,0,0,0,6
2136,1123108,6711.0,432.0,353.0,1037.0,0,0,0,1,0,0,0,86
2137,1122586,1038.0,511.0,556.0,2452.0,0,0,0,1,0,0,0,19
2138,1121382,3234.0,262.0,209.0,2450.0,0,0,0,0,0,0,1,3
2139,1121346,3555.0,78.0,240.0,475.0,0,0,0,0,0,0,1,2
2140,1121254,3968.0,235.0,181.0,476.0,0,0,0,1,0,0,0,7
2141,1120691,5038.0,593.0,478.0,268.0,0,0,0,1,0,0,0,9
2142,1120562,5038.0,593.0,478.0,268.0,0,0,1,0,0,0,0,9
2143,1119574,4226.0,219.0,338.0,125.0,0,0,0,1,0,0,0,3
2144,1119423,5205.0,428.0,4875.0,357.0,0,0,0,1,0,0,0,8
2145,1119411,7973.0,290.0,426.0,332.0,0,0,0,0,0,0,1,1
2146,1119381,1123.0,298.0,135.0,100.0,0,0,1,0,0,0,0,1
2147,1119030,6779.0,240.0,1028.0,1696.0,0,0,0,0,1,0,0,3
2148,1118831,1447.0,582.0,248.0,2341.0,0,0,0,1,0,0,0,14
2149,1117585,1172.0,281.0,117.0,8748.0,0,0,0,1,0,0,0,6
2150,1116133,3359.0,196.0,203.0,248.0,0,0,0,1,0,0,0,1
2151,1115656,642.0,246.0,29.0,607.0,0,1,0,0,0,0,0,5
2152,1115381,908.0,238.0,87.0,129.0,0,0,0,0,0,0,0,1
2153,1114667,525.0,305.0,23.0,153.0,0,0,0,1,0,0,0,4
2154,1114306,327.0,121.0,23.0,153.0,0,0,0,1,0,0,0,2
2155,1113182,4142.0,368.0,441.0,99.0,0,0,0,1,0,0,0,1
2156,1113120,4142.0,368.0,441.0,99.0,0,0,1,0,0,0,0,1
2157,1112987,313.0,229.0,18.0,915.0,0,0,0,0,1,0,0,80
2158,1111645,372.0,308.0,23.0,4035.0,0,0,0,1,0,0,0,12
2159,1111228,1897.0,257.0,134.0,10104.0,0,0,0,1,0,0,0,4
2160,1109865,2781.0,151.0,77.0,125.0,0,0,0,1,0,0,0,1
2161,1109036,20938.0,523.0,7593.0,375.0,0,1,0,0,0,0,0,12
2162,1108251,561.0,161.0,31.0,224.0,0,0,0,0,0,0,0,1
2163,1108169,516.0,423.0,24.0,119.0,0,0,0,0,1,0,0,14
2164,1107051,1421.0,134.0,47.0,46.0,0,0,0,1,0,0,0,6
2165,1106892,2075.0,201.0,98.0,129.0,0,0,0,1,0,0,0,2
2166,1106730,9744.0,177.0,732.0,549.0,0,0,0,0,0,1,0,14
2167,1105892,2616.0,98.0,136.0,635.0,0,1,0,0,0,0,0,3
2168,1105772,3627.0,157.0,353.0,238.0,0,0,0,0,0,0,1,1
2169,1104944,6004.0,171.0,250.0,221.0,0,0,1,0,0,0,0,1
2170,1104871,7976.0,531.0,891.0,455.0,0,1,0,0,0,0,0,8
2171,1104611,11390.0,309.0,1524.0,422.0,0,1,0,0,0,0,0,8
2172,1104268,11063.0,142.0,551.0,186.0,0,1,0,0,0,0,0,188
2173,1104199,6250.0,1062.0,377.0,251.0,0,1,0,0,0,0,0,19
2174,1104171,6577.0,600.0,5610.0,602.0,0,0,0,1,0,0,0,6
2175,1103686,2172.0,511.0,190.0,1170.0,0,0,0,0,0,0,0,13
2176,1103485,6128.0,322.0,1036.0,673.0,0,0,0,0,0,1,0,1
2177,1103449,523.0,165.0,29.0,83.0,0,0,0,1,0,0,0,39
2178,1103198,1639.0,180.0,31.0,252.0,0,0,0,1,0,0,0,2
2179,1103013,4723.0,265.0,168.0,741.0,0,0,0,1,0,0,0,5
2180,1101964,3332.0,175.0,200.0,254.0,0,1,0,0,0,0,0,1
2181,1101050,1782.0,112.0,137.0,165.0,0,0,0,1,0,0,0,1
2182,1100646,1399.0,226.0,742.0,689.0,0,0,0,0,1,0,0,5
2183,1100572,2255.0,286.0,145.0,317.0,0,0,0,1,0,0,0,2
2184,1100087,4145.0,1674.0,1685.0,272.0,0,0,0,1,0,0,0,12
2185,1098919,2407.0,477.0,421.0,928.0,0,0,0,1,0,0,0,2
2186,1098428,2160.0,769.0,422.0,80.0,0,0,0,1,0,0,0,3
2187,1097717,5795.0,460.0,457.0,126.0,0,0,0,1,0,0,0,1
2188,1097528,3211.0,186.0,784.0,335.0,0,0,0,0,0,0,1,2
2189,1097236,10667.0,483.0,1700.0,258.0,0,1,0,0,0,0,0,3
2190,1097204,4920.0,72.0,812.0,185.0,0,0,0,0,1,0,0,138
2191,1096972,2632.0,416.0,201.0,76.0,0,0,0,1,0,0,0,6
2192,1096041,3858.0,433.0,464.0,2061.0,0,0,0,1,0,0,0,1
2193,1095346,5649.0,330.0,179.0,242.0,0,0,0,0,0,0,1,1
2194,1095320,23082.0,1860.0,1517.0,807.0,0,0,0,0,0,0,0,1
2195,1094472,4805.0,94.0,973.0,678.0,0,0,0,0,1,0,0,1
2196,1093887,1178.0,407.0,111.0,7824.0,0,0,0,1,0,0,0,1
2197,1093862,2845.0,425.0,437.0,503.0,0,0,0,0,1,0,0,6
2198,1092871,3703.0,252.0,344.0,142.0,0,0,0,1,0,0,0,1
2199,1091735,2963.0,320.0,169.0,338.0,0,0,0,1,0,0,0,1
2200,1090672,8173.0,973.0,1104.0,137.0,0,0,0,1,0,0,0,12
2201,1090607,9102.0,424.0,1200.0,148.0,0,0,0,1,0,0,0,3
2202,1090190,1410.0,144.0,112.0,258.0,0,0,0,0,0,0,1,68
2203,1090048,7902.0,448.0,600.0,257.0,0,1,0,0,0,0,0,1
2204,1089456,2339.0,261.0,155.0,3849.0,0,0,0,1,0,0,0,25
2205,1089096,9651.0,462.0,424.0,302.0,0,0,0,0,1,0,0,1
2206,1088898,988.0,217.0,91.0,295.0,0,0,0,1,0,0,0,6
2207,1088508,12475.0,1023.0,8969.0,303.0,0,0,0,0,0,1,0,1
2208,1088110,717.0,433.0,182.0,130.0,0,0,0,0,0,0,0,4
2209,1087911,2008.0,231.0,126.0,476.0,0,0,0,1,0,0,0,12
2210,1086604,1223.0,147.0,38.0,73.0,0,0,0,1,0,0,0,2
2211,1084062,7722.0,165.0,357.0,239.0,0,0,0,0,0,0,1,1
2212,1083825,4516.0,252.0,338.0,315.0,0,0,0,0,0,0,0,14
2213,1083804,1292.0,320.0,59.0,684.0,0,0,0,1,0,0,0,41
2214,1082325,22169.0,523.0,1060.0,361.0,0,1,0,0,0,0,0,65
2215,1081980,1427.0,270.0,118.0,467.0,0,0,0,0,0,0,0,1
2216,1081545,22023.0,375.0,864.0,224.0,0,1,0,0,0,0,0,135
2217,1081360,1111.0,93.0,81.0,213.0,0,0,0,1,0,0,0,17
2218,1080523,3861.0,216.0,456.0,219.0,0,0,0,0,1,0,0,46
2219,1080093,1551.0,142.0,119.0,328.0,0,0,0,1,0,0,0,3
2220,1079832,1771.0,150.0,23.0,197.0,0,0,0,0,1,0,0,2
2221,1079692,11261.0,451.0,975.0,440.0,0,0,0,1,0,0,0,1
2222,1079062,10422.0,977.0,460.0,40.0,0,0,0,0,1,0,0,5
2223,1076129,3083.0,539.0,322.0,3844.0,0,0,0,0,0,0,1,5
2224,1076056,958.0,166.0,55.0,275.0,0,0,0,1,0,0,0,1
2225,1075869,1416.0,857.0,160.0,112.0,0,0,0,1,0,0,0,5
2226,1075387,1307.0,303.0,251.0,6890.0,0,0,0,0,0,0,1,2
2227,1075294,4248.0,1055.0,422.0,7705.0,0,0,0,0,1,0,0,2
2228,1075217,5282.0,171.0,460.0,297.0,0,0,0,0,0,0,1,36
2229,1074822,1416.0,179.0,74.0,242.0,0,0,0,0,0,0,1,2
2230,1073721,989.0,468.0,678.0,139.0,0,0,0,0,0,0,0,1
2231,1073131,632.0,138.0,81.0,8734.0,0,0,0,0,1,0,0,3
2232,1072595,2828.0,90.0,265.0,78.0,0,0,0,0,1,0,0,1
2233,1072196,3070.0,137.0,336.0,888.0,0,0,0,1,0,0,0,5
2234,1071923,2262.0,287.0,588.0,458.0,0,0,0,1,0,0,0,6
2235,1071888,6460.0,313.0,918.0,171.0,0,1,0,0,0,0,0,3
2236,1071592,1180.0,411.0,169.0,6162.0,0,0,0,0,0,0,1,3
2237,1070894,1191.0,146.0,429.0,225.0,0,0,0,0,0,0,1,3
2238,1070510,5907.0,97.0,633.0,120.0,0,0,0,0,1,0,0,113
2239,1070023,2077.0,278.0,131.0,491.0,0,0,0,0,0,0,1,1
2240,1069478,5077.0,160.0,329.0,325.0,0,0,0,0,0,0,1,3
2241,1068511,16913.0,1221.0,922.0,113.0,0,0,1,0,0,0,0,1
2242,1067513,1595.0,415.0,187.0,283.0,0,0,0,0,0,0,1,1
2243,1067430,2370.0,1661.0,38.0,3320.0,0,0,0,0,1,0,0,2
2244,1067232,5745.0,181.0,557.0,369.0,0,0,0,0,0,0,1,1
2245,1065642,1501.0,62.0,44.0,75.0,0,0,0,0,1,0,0,78
2246,1064855,1715.0,645.0,56.0,1175.0,0,0,0,1,0,0,0,2
2247,1064603,6656.0,245.0,463.0,377.0,0,0,0,0,0,0,1,1
2248,1064413,6772.0,465.0,2681.0,586.0,0,0,0,1,0,0,0,1
2249,1064196,4104.0,1313.0,2177.0,346.0,0,0,0,1,0,0,0,2
2250,1063342,320.0,259.0,64.0,128.0,0,0,0,1,0,0,0,4
2251,1063341,3093.0,203.0,84.0,433.0,0,0,0,1,0,0,0,5
2252,1063282,5937.0,326.0,1817.0,377.0,0,0,0,0,0,1,0,4
2253,1062618,4307.0,705.0,2138.0,386.0,0,0,0,1,0,0,0,4
2254,1062327,6011.0,190.0,904.0,303.0,0,0,1,0,0,0,0,40
2255,1061846,3323.0,40.0,97.0,228.0,0,0,0,0,0,0,1,1
2257,1060721,979.0,278.0,67.0,8434.0,0,0,0,1,0,0,0,12
2258,1060701,2195.0,529.0,1112.0,602.0,0,0,0,1,0,0,0,2
2260,1058236,351.0,138.0,19.0,292.0,0,0,0,1,0,0,0,10
2261,1057811,10426.0,334.0,2357.0,386.0,0,0,0,0,0,1,0,1
2262,1057524,9713.0,383.0,527.0,265.0,0,0,0,1,0,0,0,24
2263,1057192,1632.0,411.0,113.0,273.0,0,0,0,0,0,0,1,1
2264,1056899,15190.0,466.0,2993.0,739.0,0,0,0,1,0,0,0,8
2265,1056393,7582.0,1429.0,1601.0,329.0,0,0,0,0,0,0,1,2
2266,1055910,817.0,280.0,106.0,8858.0,0,0,0,1,0,0,0,3
2267,1055187,523.0,248.0,64.0,225.0,0,0,0,1,0,0,0,22
2269,1054103,1102.0,424.0,169.0,4690.0,0,0,0,1,0,0,0,3
2270,1053563,4407.0,268.0,182.0,95.0,0,0,0,0,0,0,0,4
2271,1052920,1941.0,140.0,109.0,279.0,0,0,0,1,0,0,0,2
2272,1052510,11662.0,291.0,2990.0,360.0,0,1,0,0,0,0,0,246
2273,1051841,2591.0,467.0,176.0,5478.0,0,0,0,0,0,0,1,27
2274,1050601,11901.0,492.0,597.0,770.0,0,0,0,0,1,0,0,2
2275,1050090,4906.0,69.0,190.0,261.0,0,0,0,0,0,0,1,30
2276,1048723,8195.0,6065.0,5106.0,128.0,0,0,0,1,0,0,0,2
2277,1047720,16423.0,229.0,1342.0,374.0,0,1,0,0,0,0,0,7
2278,1047473,3024.0,105.0,448.0,824.0,0,0,0,1,0,0,0,4
2279,1047069,969.0,322.0,45.0,7477.0,0,0,0,0,0,0,1,19
2280,1046579,4948.0,1446.0,3493.0,621.0,0,0,0,1,0,0,0,5
2282,1046440,1121.0,534.0,39.0,85.0,0,0,0,0,0,0,1,2
2283,1046284,1457.0,199.0,44.0,450.0,0,0,0,1,0,0,0,1
2284,1045234,3322.0,613.0,1961.0,221.0,0,0,0,1,0,0,0,3
2285,1045162,860.0,64.0,499.0,314.0,0,0,0,0,0,0,1,1
2286,1044108,1497.0,415.0,43.0,167.0,0,0,0,0,0,0,0,1
2287,1044078,606.0,271.0,46.0,371.0,0,0,0,1,0,0,0,7
2288,1043385,2499.0,244.0,363.0,776.0,0,1,0,0,0,0,0,5
2289,1043098,1640.0,496.0,117.0,320.0,0,0,0,1,0,0,0,2
2290,1043089,294.0,132.0,4.0,215.0,0,0,0,0,0,0,1,42
2291,1042820,1787.0,175.0,130.0,255.0,0,0,0,0,1,0,0,68
2292,1042699,5163.0,850.0,2932.0,325.0,0,0,0,0,0,1,0,1
2293,1041798,9471.0,275.0,2987.0,880.0,0,0,0,0,0,1,0,9
2294,1041537,472.0,130.0,48.0,9397.0,0,0,0,0,1,0,0,7
2295,1041400,893.0,355.0,57.0,264.0,0,0,0,1,0,0,0,16
2296,1041107,3680.0,222.0,152.0,642.0,0,0,0,1,0,0,0,4
2297,1040781,14636.0,391.0,1978.0,574.0,0,1,0,0,0,0,0,1
2298,1040494,2773.0,271.0,179.0,251.0,0,0,0,0,0,0,1,4835
2299,1040483,3140.0,176.0,115.0,515.0,0,0,0,1,0,0,0,8
2300,1039993,5196.0,130.0,177.0,241.0,0,0,0,0,0,0,1,4
2301,1039935,2116.0,667.0,233.0,705.0,0,0,0,0,0,0,0,4
2302,1038552,2624.0,564.0,1273.0,382.0,0,0,0,0,0,1,0,3
2303,1038224,1953.0,235.0,119.0,98.0,0,0,0,1,0,0,0,34
2304,1038092,1495.0,182.0,63.0,469.0,0,0,0,1,0,0,0,2
2305,1037058,1447.0,437.0,867.0,685.0,1,0,0,0,0,0,0,5
2306,1036627,10602.0,517.0,1251.0,608.0,0,0,0,1,0,0,0,2
2307,1036321,3985.0,317.0,711.0,1946.0,0,0,0,1,0,0,0,1
2308,1034776,2148.0,238.0,89.0,42.0,0,0,0,1,0,0,0,12
2309,1032280,3602.0,227.0,119.0,626.0,0,0,0,1,0,0,0,16
2310,1031633,2191.0,140.0,289.0,213.0,0,0,0,1,0,0,0,2
2311,1031602,8523.0,363.0,1095.0,457.0,0,0,0,0,0,1,0,40
2313,1031231,2939.0,436.0,1313.0,337.0,0,0,0,0,0,1,0,4
2314,1029687,3270.0,312.0,199.0,60.0,0,0,0,1,0,0,0,22
2315,1029605,2814.0,276.0,81.0,337.0,0,0,0,1,0,0,0,1
2316,1029501,28048.0,468.0,847.0,893.0,0,1,0,0,0,0,0,114055
2317,1029403,1133.0,150.0,28.0,78.0,0,0,0,1,0,0,0,3
2318,1028899,1393.0,84.0,160.0,455.0,0,0,0,1,0,0,0,21
2319,1028764,1056.0,306.0,122.0,292.0,0,0,0,1,0,0,0,2
2320,1028712,1630.0,161.0,47.0,75.0,0,0,0,1,0,0,0,2
2321,1028117,1839.0,722.0,608.0,183.0,0,0,0,1,0,0,0,1
2322,1027402,19793.0,2392.0,1809.0,667.0,0,0,0,0,1,0,0,1
2323,1027371,1228.0,86.0,95.0,204.0,0,0,0,1,0,0,0,1
2324,1027132,2567.0,164.0,118.0,304.0,0,0,0,0,0,0,1,4
2325,1024986,9228.0,444.0,964.0,160.0,0,0,0,0,0,0,1,2
2326,1024850,1148.0,39.0,53.0,294.0,0,0,0,0,0,0,1,92
2327,1024386,3276.0,178.0,153.0,559.0,0,0,0,1,0,0,0,21
2328,1024255,1135.0,212.0,10.0,93.0,0,0,0,1,0,0,0,11
2329,1024113,7250.0,235.0,292.0,562.0,0,0,0,1,0,0,0,3
2330,1023887,6850.0,637.0,639.0,373.0,0,0,0,1,0,0,0,3
2331,1023536,1986.0,280.0,288.0,4870.0,0,0,0,0,1,0,0,3
2332,1023441,7680.0,1060.0,3165.0,145.0,0,0,0,0,0,1,0,4
2333,1023367,2147.0,107.0,177.0,206.0,0,0,0,0,0,0,1,1
2334,1022052,1742.0,204.0,89.0,3702.0,0,0,0,1,0,0,0,32
2335,1021134,4207.0,180.0,96.0,916.0,0,0,0,0,0,0,1,3
2336,1020503,2262.0,171.0,165.0,67.0,0,0,0,1,0,0,0,24
2337,1020468,5021.0,614.0,340.0,117.0,0,0,0,1,0,0,0,1
2338,1020381,3007.0,769.0,2672.0,671.0,0,0,0,1,0,0,0,7
2339,1019902,19261.0,685.0,8363.0,594.0,0,0,0,1,0,0,0,6
2340,1019577,4168.0,718.0,5604.0,648.0,0,0,0,1,0,0,0,3
2341,1019287,5410.0,331.0,479.0,2856.0,0,0,0,1,0,0,0,3
2342,1018895,4283.0,1308.0,640.0,674.0,0,0,0,0,0,0,1,2
2343,1018682,8718.0,265.0,938.0,2591.0,0,0,0,1,0,0,0,6
2344,1018511,5702.0,253.0,240.0,246.0,0,0,0,0,0,0,1,1
2345,1018118,2734.0,46.0,331.0,355.0,0,0,0,0,0,0,1,1
2346,1018021,5756.0,358.0,416.0,191.0,0,0,0,1,0,0,0,1
2347,1017837,47134.0,286.0,1785.0,654.0,0,1,0,0,0,0,0,471
2348,1017710,15724.0,562.0,1474.0,250.0,0,0,0,0,0,1,0,1
2349,1017491,4147.0,364.0,3491.0,473.0,0,0,0,0,0,1,0,4
2350,1016862,15154.0,202.0,1110.0,231.0,0,1,0,0,0,0,0,22
2351,1016716,5904.0,373.0,226.0,85.0,0,0,0,1,0,0,0,32
2352,1016669,14249.0,78.0,881.0,120.0,0,0,0,0,0,0,1,1
2353,1016148,367.0,217.0,23.0,126.0,0,0,0,0,0,0,0,1
2354,1014906,1226.0,158.0,137.0,361.0,0,0,0,0,0,0,1,2
2355,1014398,2221.0,251.0,102.0,861.0,0,0,0,1,0,0,0,8
2356,1013412,814.0,96.0,220.0,300.0,0,0,0,0,0,0,1,2
2357,1013401,5039.0,325.0,2966.0,248.0,0,0,0,1,0,0,0,13
2358,1013356,5248.0,204.0,259.0,118.0,0,0,0,1,0,0,0,25
2359,1013075,1431.0,198.0,180.0,250.0,0,0,0,1,0,0,0,8
2360,1012490,5080.0,175.0,1307.0,253.0,0,0,0,1,0,0,0,4
2361,1011818,1619.0,234.0,328.0,814.0,0,1,0,0,0,0,0,2
2362,1011709,5502.0,865.0,1132.0,257.0,0,0,0,0,0,0,1,1
2363,1011547,9106.0,365.0,661.0,178.0,0,0,0,0,1,0,0,1
2364,1011540,6765.0,78.0,2198.0,239.0,0,0,0,0,0,0,1,39
